enter,review,label
NAVER,일 이외에는 신경쓸게 없을 정도로 복지가 좋다.지하식당 무료인데 퀄리티도 좋음,1
NAVER,좋은 동료 하지만 그것도 케바케건강검진유연근로제재택근무,1
NAVER,커리어 성장의 기회. 높은 연봉. 좋은 복지. 네이버 네임밸류.,1
NAVER,"팀바팀이기야 하겠지만현재 팀의 개발 방향, 팀원 간 소통 모두 만족합니다.",1
NAVER,자율적인 분위기 수평적인 문화 높은 보수좋은 회사입니다,1
NAVER,동료들이 알아서 일 열심히하시고 열정이 있어보여서 좋습니다.,1
NAVER,좋은 근무환경을 갖춘 사옥다양하고 좋은 복지실력있는 동료들,1
NAVER,"비개발 문과 기준 개발자만큼의 대우는 없으나 그래도 평균 동종업계 타사 대비 높은 연봉, 우수한 복지, 미래 비전",1
NAVER,외적인게 세련되고 이쁘다네임벨류가 조금 있다그 외엔 없음,1
NAVER,최고의 복지욕심있으면 성장 가능안정성 네임밸류팀에 에이스 한명씩은 있는 듯,1
NAVER,똑똑한 사람이 많아서 대화 전개가 빠름. 기본적으로 한사람이 커버하는 일의 양은 많은 편인듯,1
NAVER,보고배울 팀원들의 역량자유로운 분위기좋은 개발문화좋은 복지,1
NAVER,훌륭한 동료적절한 보상성장할 수 있는 배경일에 대한 만족감,1
NAVER,"좋은 동료들, 좋은 문화, 좋은 환경, 좋은 급여거의 모든 것이 좋음",1
NAVER,대규모 트래픽 처리 경험개인 실력 향상에 도움이 됩니다.,1
NAVER,"전반적으로 좋음 문화, 똑똑한 동료들 그러나 몇몇 멍청한 동료도 존재",1
NAVER,"복지가 잘 되어있는편, 연봉을 잘 준다네임벨류도 좋음",1
NAVER,어딜 가도 크게 꿀리지 않을 복지친절하고 상식적인 동료들네이버라는 타이틀,1
NAVER,"자율 출퇴근이 그냥 하는 소리인줄 알았다. 다른 회사 다녔을땐 자율이라고 하지만 암묵적으로 정해진 시간이 있었기에!하지만 회사 다니며 정말 시간 프리하게 출퇴근 하시는 사우분들 많이 봤네요워라벨, 복지 만족하고 다닙니다",1
NAVER,1) 자유로운 출퇴근 시간 2) IT 업계 최고 복지 3) 네이버라는 네임벨류 4) 경력자 채용 위주로 다양한 업권 사람들을 만날 수 있음,1
NAVER,일잘하는사람들 모아놓아서 알아서 잘 굴러감. 복지좋음. 자유로운 회사,1
NAVER,"업무환경, 복지, 규모대비 효율적 업무 구조, 빠른 피드백",1
NAVER,주변 사람들이 좋다.불필요한 서류 작업이 적은 편이다.재택근무,1
NAVER,개발에 집중할수 잇도록 인프라가 절 구축되어있다. 불필요한것은 신경쓰지 않아도 된다,1
NAVER,뛰어난 동료들 속 성장하는 느낌을 항상 느낄 수 있으며 업계 최고수준의 보상,1
NAVER,우수 인력 채용기조에 따른 우수한 동료들과 함께 도전적으로 업무를 진행해나가는 부분이 마음에 듭니다,1
NAVER,커리어향상하기 좋다고 생각됨주변 동료 분들도 좋은 사람이 많다고 생각됨,1
NAVER,좋은 개발 환경 훌륭한 동료. 맛있는 구내 식당.대규모 트래픽 경험 가능,1
NAVER,"쥬니어들에겐 정말 좋은 회사입니다. 인프라, 선배님들 등등 배울게 많아요더불어 이직시 네이버 타이틀은 아주 좋습니다",1
NAVER,"스마트한 직원들, 그들의 확실한 비전과 업계 최고라는 자부심",1
NAVER,"팀원분들이 좋고, 리더분들과도 대화가 통합니다. 사내 문화 또한 만족스러운 편",1
NAVER,회사생활하면서 열심히 안하는 사람이 없고 모두 수준이 높다. ,1
NAVER,본인 스스로 발전의 필요성을 느끼고 능력을 키워나갈 수 있음,1
NAVER,"자유롭고 인격적인 조직문화. 팀바팀일 수 있음. 점점 복지도 직원 친화적으로 발전하고, 스스로 노력에 따라 성장할 기회가 많은 기업이라 생각함.",1
NAVER,본인 의지만 있으면 여러가지 해볼수있습니다.워라밸도 좋은편,1
NAVER,- 연봉과 복지 나쁘지 않음- 사바사지만 개인주의적 분위기라 편함- 재택 가능 (best),1
NAVER,연봉 만족하며 사내문화가 계속 좋아지는것 같아서 너무 좋음.,1
NAVER,복지가 훌륭하고전반적으로 사내문화가 젊고 발랄한 편임,1
NAVER,집에서 근무하고 싶으면 그냥 집에서하면됨출근하고 싶을때 출근하면 됨임직원 주차장 무료건물이 크고 깨끗함아침점심저녁 밥 제공,1
NAVER,복지 혜택이 매우 좋으며좋은 팀원들이랑 업무하며 배울 기회가 많음,1
NAVER,유연한 근무채계 재택근무가가능하다 이런건 장점이르상갇한다,1
NAVER,팀바팀이지만내가 속한 조직은 소통 중시/ 워라밸 중시+ 재택,1
NAVER,"딱히 모난부분 없고, 동료 선후배 배울점이 많다. 커리어 처우 워라밸 다 나이스한 편",1
NAVER,"근무 형태를 비롯해서 복지와 급여가 만족스럽고, 본인이 하는 만큼 성장할 수 있음",1
NAVER,"업무지원비, 식사무료, 장비지원등 개발자 복지는 최상입니다. ",1
NAVER,주변 동료들이 일을 잘하고 커리어에는 도움이 될 것 같음,1
NAVER,한가할땐 한가하고 바쁠땐 너무 바쁜 회사복지가 좋고 한 만큼 대우를 해주는 회사,1
NAVER,돈 많이줌복지 좋음주식보상인센티브 평균 25%정도?,1
NAVER,"주변에 좋은 개발자들이 많음, 복지는 최상인거 같음, 원하는 부서로 이동 가능 및 원하는 일은 할 수 있음",1
NAVER,"밖에 나가보기 전엔 모르는, 이정도면 IT회사 중에선 가장 체계적인 여러 업무 시스템",1
NAVER,근무 환경이 좋습니다.함께 하는 사람들이 훌륭해 일하기가 수월합니다,1
NAVER,"직무 관련 성장 가능성, 함께할 수 있는 팀, 복지와 처우 ",1
NAVER,건물 좋음편의시설 매우 좋음연봉 잘쳐줌사무기기 좋음,1
NAVER,똑똑한 동료들이 많은 회사. 팀바팀이지만 워라벨은 내가 하기 나름,1
NAVER,"사내 시스템이 잘 되어 있고, 프리라이더가 없습니다. 기술 공유 및 문서화에 적극적이며 조직, 개인 입장에서 모두 성장 동력이 확실합니다.",1
NAVER,주변 동료분들께 배울점이 많음. 능력자가 많음복지 만족도 100%,1
NAVER,이직이 필요하다고 느낄 때쯤 다른 부서로 이동할 수 있음. 정치를 하는 사람들도 있으나 일에만 집중하며 다닐 수도 있어서 각자 하기 나름임. 성장 기회는 많음. ,1
NAVER,"복지가 점점 좋아지는거 보니 신경 많이 쓰는 것 같음자유롭고 꼰대문화 없음연봉, 인센 굳",1
NAVER,안정적인 복지와 보상적당한 사내문화보편적으로는 괜찮은 네임벨류,1
NAVER,"이직할때 경력 후려친다고 많이 들었는데 저는 희망 연봉대로 잘 받고 들어왔네요  팀바팀 심한 듯 합니다프로페셔널한 동료들과의 업무 경험서비스개발을 하면서 넓어지는 시야, 나중에 어디로 이직하든 엄청난 메리트가 될듯 합니다(가장 큰 장점)한국어디에 내놔도 안꿀리는 복지 등등",1
NAVER,엄청난 데이터를 다룰 수 있고 다뤄야 하는 문제가 복잡해서 큰 경험을 할 기회가 많음.,1
NAVER,"근무 환경(신사옥), 복지와 급여(제일 만족하는 것은 식당 무료), 유능한 팀원들(팀바팀 주의) 잘맞으면 엄청난 성장 가능.커리어 첫 시작으로 좋음(주변 인지도, 인프라 등등)",1
NAVER,부바부 팀바팀이지만 대체로 워라벨 잘 지켜짐 그리고 사내 문화나 복지가 훌륭한편임,1
NAVER,일하기 좋은 동료들이 많음코로나 이후 계속 재택근무하면서 출퇴근에 부담없음,1
NAVER,급여 복지 모든게 직원을 위한 회사이고 업무도 커리어 향상에 도움이 많이됨,1
NAVER,책임 근무를 바탕으로 한 자율적인 근무 분위기. 괜찮은 수준의 동료들.,1
NAVER,1784건물이 좋고 사람들도 좋고 업무면에서도 많이 배울수있다,1
NAVER,급여 및 복지가 만족적이다주5일 재택 아주 좋음부바부지만 나름 부서 분위기 ㄱㅊ,1
NAVER,"여러가지 복지도 좋고, 오피스도 좋고, 각종 할인혜택도 좋습니다.재택근무가 가능한 것도 좋습니다.밥이 맛있어요.",1
NAVER,조직문화 젊음. 복지 혜택 좋음. 회사 밥 맛있음. 연봉도 다른회사에 비해 높은듯.,1
NAVER,신규 프로젝트 진행이 많아 다양한 업무 경험을 하기에 좋음,1
NAVER,"- 성장 욕심이 많은 개발자들이 모여있음. 크고 작은 밋업, 기술 공유 행사가 활발히 일어남- 회사 차원에서도 직원들의 성장을 지원하는데 아낌이 없음- 굉장히 좋은 스펙의 업무 장비 사용할 수 있음- 오피스/리모트 근무제 선택 가능- 복지가 아주 좋음. 특히 현금성 복지가 많아서 생활비 세이브 되는 부분이 큼",1
NAVER,워라벨은 확실히 좋은 회사복지도 이만하면 좋고 회사 시설이라던가 업무하기에는 충분히 좋은 환경,1
NAVER,근무제도가 유연하여 좋습니다. 아울러 여러 업무 선택의 기회가 있습니다.,1
NAVER,"밥꽁짜, 재택, 이자지원 등등 다 좋네요 싫은 건 없습니다. 연봉도 잘올려줌",1
NAVER,복지가 잘 되어 있음사내 식당 밥 공짜재택 근무 가능네이버라는 네임밸류,1
NAVER,"좋은 개발문화, 능력있는 동료, 다양한 서비스와 회사의 거대한 투자",1
NAVER,- 좋은 근무환경- 좋은 동료- 높은 보수- 신사옥,1
NAVER,평균적으로 동료들의 실력 수준이 높습니다급여수준이 업계 최고는 아니지만 상위는 되는것 같습니다,1
NAVER,"- 주니어 디자이너에게 업계 최고의 연봉, 복지, 네임밸류- 합리적인 의사결정 문화- 수평적인 조직 문화",1
NAVER,개인적인 커리어 성장에 도움이 많이 됩니다. 실력있는 분들과 같이 일할 수 있고 사내 분위기도 자유롭습니다. 하고 싶은 일을 할 수 있는 환경이며 성과를 공유하고 인정받을 수 있습니다.,1
NAVER,재택근무와 선택적 근로제를 보장해주어 삶의 질이 향상되었습니다,1
NAVER,아침밥 공짜 기계.. 구내식당이 잘 돼 있다.. 등등 그냥 복지,1
NAVER,"일단 사옥이 너무 좋고, 근무제 자유로운것도 정말 좋습니다.사내 문화도 다른 대기업보다 훨씬 자유롭고 부드러운 것 같아요",1
NAVER,개발에 필요한 지원을 아끼지 않음업무에 필요한 것이 있다면 다 지원해줄께 느낌,1
NAVER,직원들의 복리후생을 위해 꾸준히 노력하며 발전 중이다.,1
NAVER,복지가 좋습니다. 최근들어서 복지를 더 좋게 바꾸고 있고 앞으로도 기대됩니다,1
NAVER,경쟁을 통해 성장하고 보상하는 회사입니다. 경쟁이 다소 힘들다고 느낄수 있지만 시간이 지나면 그만큼 성장했다는 걸 느낄수 있고 그에 따른 보상도 주어집니다. ,1
NAVER,사옥 시설 및 좋은 구내식당 시설좋은 사내 어린이집특별히 빠지지 않는 연봉 ,1
NAVER,대한민국 대표 기업으로서 안정성이 보장됩니다.근무제도도 전향적입니다.,1
NAVER,개인이 열정만 있으면 마음 껏 할 수 있는 환경이 조성되어 있는 회사,1
NAVER,"팀바팀이지만 워라밸이 잘 맞고, 복지나 처우가 좋고, 업무 분위기도 자유로운 편이라 만족하고 있습니다",1
NAVER,내가 원했던 회사와 모든면에서 근접한 회사.최근 사회 변화에 가장 적응력이 빠른것으로 볼 수 있을 것 같음.,1
NAVER,뛰어난 동료가 많아서 구경하는 재미가 있음.복지 좋음,1
NAVER,-능력있는 동료들-점점 좋아지는 복지-업무를 하며 성장하는게 느껴짐,1
NAVER,"회사 자체만 놓고보면 아쉬운게 별로 없음. 급여, 워라벨 괜찮음.",1
NAVER,좋은 네임밸류국내에서는 종합적으로 가장 좋은 수준으로 보임,1
NAVER,개발 문화 및 주니어들이 다니기 좋은 회사 시니어에게 좋은 회사인지는 모르겠음 좋은 동료,1
NAVER,"사내문화가 굉장히 수평적이고, 동료들이 젠틀하다. 뛰어난 인재들이 많다",1
NAVER,재택 근무를 하니까 출퇴근 시간이 없어져서 워라벨이 보장되는 것 같아요.,1
NAVER,타사에서 기본급을 더 준다고 하더라도 기본급+주식+인센티브 로 어느정도 이상의 연봉은 주는 회사,1
NAVER,훌륭한 직장동료를 만날수 있으며 개발 문화가 정착이 잘 되어있음,1
NAVER,밥 잘 줌각종 복지IT기업 네임밸류구성원들이 똑똑함,1
NAVER,회사가 직원 복지에 신경을 많이쓴다다른 사람들이 좋은 회사라고 모두 인정하고 부러워함,1
NAVER,"자유로운 근무 환경, 근무 제도, 복지, 처우 등이 좋습니다.",1
NAVER,리더의 역할이 크기때문에 팀 운영이 유연하다업무 환경이 좋은편이다신입 기준 대우가 좋다회사 이름명함꺼내면 관심받는다,1
NAVER,연봉 복지 자율출퇴 재택근무를 보면 임직원을 귀하게 생각하는게 느껴짐,1
NAVER,"- 여러가지 복지 혜택- 유연 출퇴근제, 자유롭게 휴가 사용 가능 (회사에서 장려)- 우수한 동료들- 진행하는 업무들이 커리어 향상에 많은 도움",1
NAVER,사내 시스템이 잘되있어요 커넥트 편함.연봉도 괜찮습니다,1
NAVER,"좋은 개발문화와 동료들, 적당한 처우. 아주 열심히 하면 훅 들어오는 보상이 어느정도의 성장을 보장해주",1
NAVER,배울 게 정말 많음 주니어 입장에서는 돈도 섭섭치않은편,1
NAVER,모든것이 평균이상인 회사라 어느정도 만족하면서 다닐 수 있습니다 주변에 능력있는 배울만한 동료들이 많습니다,1
NAVER,모두가 다 열심히 일하는 분위기노는 사람 못봤음대체로 수평적이고 열려있는 문화개선되어가는 복지수준,1
NAVER,정말 뛰어난 동료들복지네임밸류매우 좋은 사옥자유로움,1
NAVER,힘들게 일한것이 바로  내 커리어일한만큼 경력 인정 된다.,1
NAVER,팀마다 다르지만 개인적인 성장/연봉/복지 모두 좋습니다,1
NAVER,복지나 네임 밸류 등 개발자에게 여기보다 나은 회사가 있을까 싶음한번쯤은 경험해도 좋을 회사,1
NAVER,"급여, 업무강도, 네임밸류 다 중상으로 밸런스가 좋음개발 잘하면 뽐낼데가 많음",1
NAVER,"네임밸류가 보장되고 사내복지, 재택 근무 등이 잘 되어 있음",1
NAVER,동료간에 수평적이고 말이 통합니다. 복지가 좋도 급여도 괜찮아요.,1
NAVER,동종 업체 중 밸런스 갑인것은 린정워라벨 복지 급여 오피스 등등 모든게 밸런스가 가장 적합하다,1
NAVER,4년차 이상 개발자분들보면 배울게 너무 많음복지 좋고 이것저것 현금성 복지 많음경영진의 진정성있는 소통이 좋음양날의검이긴하지만 인프라 시스템이 매우 잘되어있음,1
NAVER,개발자로서 성장 가능한 회사임. 업무에 자율성과 책임이 모두 부여됨,1
NAVER,높은 복지 혜택과 주변 사람들의 네이버에 대한 평가...,1
NAVER,"국내 기준 커리어 상승효과와, 최고는 아니지만 중상급 이상에겐 우수한 보상 경쟁력",1
NAVER,동료들이 다들 열심히 함 무임승차자 찾아보기 어려움다들 이걸 어떻게 더 잘해볼까 생각하는 문화가 멋짐회사가 그래도 직원들에게 많이 돌려주려고 생각하는 것 같음주변에서 (아직은) 대단하다고 여겨줘서 소위 네뽕이 차오름특히 근무제 관련은 모두의 부러움을 샀음 ,1
